title,location,text,fraudulent,source
Drivers wanted - company vehicles,"Bloemfontein, South Africa","Drivers with code 8 or 10 needed in Bloemfontein. Salary R50,000 plus overtime, company vehicle to take home. To book your assessment slot pay R300 via FNB eWallet and WhatsApp your licence copy, ID and banking confirmation to 060 234 1243. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Software Developer,"Durban, South Africa","Software Developer - Senior. Our Durban-based logistics company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 4 years commercial experience; proficiency in Kotlin or TypeScript; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R35,000 - R65,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Data Capturers needed urgently,"Welkom, South Africa","URGENT HIRING!!! Data Capturers needed in Welkom. Earn R35,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 062 814 7924. Registration fee of R350 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 7 positions left! 100% guaranteed income.",1,synthetic_sa
Paid learnership - no matric needed,"George, South Africa","Learnership opportunity in George paying R5500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R500 registration to our TymeBank account. WhatsApp your name, ID number and proof of payment to 072 363 8894. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Mine workers wanted,"Kathu, South Africa","Mine workers needed urgently in Kathu. No experience needed, training provided. R30,000 monthly guaranteed plus living allowance. Pay R750 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 077 365 5050. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Sales Representative,"Soweto, South Africa","Sales Representative - industrial supplies, Soweto. Matric plus 3 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R16,000 - R28,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Accountant,"Pietermaritzburg, South Africa","Cost Accountant - Pietermaritzburg. Established retail head office seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Sage skills, valid driver's licence. Salary R32,000 - R40,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 22 September. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Models and promoters wanted,"East London, South Africa","Modelling agency in East London is recruiting new faces. No experience needed, earn up to R900 per shoot. Send full-length photos, your ID number and home address on WhatsApp 087 383 9595. A once-off portfolio fee of R1100 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Registered Nurse,"Sandton, South Africa","Registered Nurse - private hospital group, Sandton. SANC registration and 4 years medical ward experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 12 August. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Call Centre Agent,"Johannesburg, South Africa","Call centre agents - Johannesburg CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 6 months contact centre experience advantageous. R9500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Jobs in Dubai - visa arranged,"Johannesburg, South Africa","Workers needed in Dubai. Hotel staff, drivers, cleaners and farm workers. Earn up to R60,000 per month tax free. Visa and flight arranged by our agency. Pay R1650 processing fee and send your passport copy, ID and bank details to WhatsApp 062 418 1224. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Graduate Programme,"Johannesburg, South Africa",Graduate Programme 2026 - national insurer. Honours degree in Computer Science or related field with strong academic record. Structured 12-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 23 September.,0,synthetic_sa
Administrative Assistant,"Mbombela, South Africa","Administrative assistant - Mbombela. Requirements: matric with 2 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on QuickBooks and general office support. Salary R14,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Registered Nurse,"Kimberley, South Africa","Registered Nurse - private hospital group, Kimberley. SANC registration and 5 years medical ward experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 15 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Administrative Assistant,"Bloemfontein, South Africa","Administrative assistant - Bloemfontein. Requirements: matric with 3 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Sage and general office support. Salary R16,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Software Developer,"Pretoria, South Africa","Software Developer - Junior. Our Pretoria-based logistics company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 5 years commercial experience; proficiency in C# or Python; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R35,000 - R60,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Paid learnership - no matric needed,"George, South Africa","Learnership opportunity in George paying R3500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R550 registration to our Capitec account. WhatsApp your name, ID number and proof of payment to 064 332 2480. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Accountant,"Vereeniging, South Africa","Junior Accountant - Vereeniging. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Pastel skills, valid driver's licence. Salary R32,000 - R45,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 21 October. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Earn while you learn - agents wanted,"Sandton, South Africa","Financial agents wanted in Sandton. Earn commission of R900 per day recruiting new members. Invest R1100 once-off to activate your agent account and start earning immediately. Your money doubles every 26 days, guaranteed. Send your ID number, cellphone number and Nedbank account details on WhatsApp 081 896 3683 to join our winning team.",1,synthetic_sa
Metrorail is hiring - apply now,"Johannesburg, South Africa","Metrorail is hiring cleaners nationwide. Salary R75,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R250 admin fee into our FNB eWallet account and WhatsApp proof of payment with your ID number to 077 592 4502. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Mine workers wanted,"Kathu, South Africa","Mine workers needed urgently in Kathu. No experience needed, training provided. R45,000 monthly guaranteed plus living allowance. Pay R100 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 066 498 1320. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Registered Nurse,"Sandton, South Africa","Registered Nurse - private hospital group, Sandton. SANC registration and 5 years theatre experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 14 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Boilermaker,"Polokwane, South Africa","Boilermaker - Polokwane. Trade tested with 8 years post-qualification experience in packaging plants. Overtime and standby allowance apply. Remuneration R28,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Paid learnership - no matric needed,"Durban, South Africa","Learnership opportunity in Durban paying R5500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R350 registration to our Nedbank account. WhatsApp your name, ID number and proof of payment to 072 305 3165. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Call Centre Agent,"Cape Town, South Africa","Call centre agents - Cape Town CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 6 months contact centre experience advantageous. R9500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Administrative Assistant,"George, South Africa","Administrative assistant - George. Requirements: matric with 5 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on QuickBooks and general office support. Salary R18,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Graduate Programme,"Johannesburg, South Africa",Graduate Programme 2026 - national bank. Honours degree in Supply Chain or related field with strong academic record. Structured 18-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 28 September.,0,synthetic_sa
Call Centre Agent,"Pretoria, South Africa","Call centre agents - Pretoria CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 6 months contact centre experience advantageous. R7500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Earn while you learn - agents wanted,"Kimberley, South Africa","Financial agents wanted in Kimberley. Earn commission of R750 per day recruiting new members. Invest R1100 once-off to activate your agent account and start earning immediately. Your money doubles every 7 days, guaranteed. Send your ID number, cellphone number and Standard Bank account details on WhatsApp 086 506 4249 to join our winning team.",1,synthetic_sa
English Teacher,"Durban, South Africa","High school English teacher - Durban. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 17 September. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Jobs in the UK - visa arranged,"Durban, South Africa","Workers needed in the UK. Hotel staff, drivers, cleaners and farm workers. Earn up to R35,000 per month tax free. Visa and flight arranged by our agency. Pay R900 processing fee and send your passport copy, ID and bank details to WhatsApp 071 891 7622. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Millwright,"Pretoria, South Africa","Millwright - Pretoria. Trade tested with 5 years post-qualification experience in FMCG production. Overtime and standby allowance apply. Remuneration R28,000 - R42,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Call Centre Agent,"Durban, South Africa","Call centre agents - Durban CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 6 months contact centre experience advantageous. R7500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Cashiers and shelf packers,"Centurion, South Africa","A National Clothing Store is hiring cashiers and shelf packers in Centurion. R8,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 074 863 6562. A uniform deposit of R250 is payable before training. Immediate start guaranteed for the first 15 applicants.",1,synthetic_sa
Software Developer,"Johannesburg, South Africa","Software Developer - Mid Level. Our Johannesburg-based logistics company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 6 years commercial experience; proficiency in TypeScript or Node.js; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R35,000 - R65,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Paid learnership - no matric needed,"East London, South Africa","Learnership opportunity in East London paying R6500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R450 registration to our Capitec account. WhatsApp your name, ID number and proof of payment to 066 685 6881. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Warehouse Assistants needed urgently,"Kimberley, South Africa","URGENT HIRING!!! Warehouse Assistants needed in Kimberley. Earn R75,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 089 982 6925. Registration fee of R550 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 6 positions left! 100% guaranteed income.",1,synthetic_sa
Cashiers and shelf packers,"Randburg, South Africa","A National Clothing Store is hiring cashiers and shelf packers in Randburg. R10,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 066 964 2734. A uniform deposit of R250 is payable before training. Immediate start guaranteed for the first 18 applicants.",1,synthetic_sa
Drivers wanted - company vehicles,"Cape Town, South Africa","Drivers with code 8 or 10 needed in Cape Town. Salary R45,000 plus overtime, company vehicle to take home. To book your assessment slot pay R300 via FNB eWallet and WhatsApp your licence copy, ID and banking confirmation to 067 193 4475. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Work from home opportunity,"Welkom, South Africa","Earn R900 per day stuffing envelopes at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R400 joining fee via FNB eWallet and WhatsApp your full names, ID number and address to our agent on 064 473 1653. Payment is released every Friday, guaranteed. First 32 applicants only.",1,synthetic_sa
Call Centre Agent,"Durban, South Africa","Call centre agents - Durban CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 6 months contact centre experience advantageous. R9500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Cashiers and shelf packers,"Bloemfontein, South Africa","A Leading Supermarket Group is hiring cashiers and shelf packers in Bloemfontein. R12,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 061 951 2398. A uniform deposit of R150 is payable before training. Immediate start guaranteed for the first 18 applicants.",1,synthetic_sa
Work from home opportunity,"Midrand, South Africa","Earn R750 per day capturing data at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R100 joining fee via Standard Bank and WhatsApp your full names, ID number and address to our agent on 064 265 8239. Payment is released every Friday, guaranteed. First 45 applicants only.",1,synthetic_sa
Drivers needed urgently,"Polokwane, South Africa","URGENT HIRING!!! Drivers needed in Polokwane. Earn R60,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 088 369 8019. Registration fee of R550 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 9 positions left! 100% guaranteed income.",1,synthetic_sa
Sales Representative,"East London, South Africa","Sales Representative - office automation, East London. Matric plus 4 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R18,000 - R25,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Software Developer,"Pretoria, South Africa","Software Developer - Senior. Our Pretoria-based insurtech company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 2 years commercial experience; proficiency in Kotlin or Java; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R35,000 - R75,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Life Sciences Teacher,"Sandton, South Africa","High school Life Sciences teacher - Sandton. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 12 August. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Boilermaker,"East London, South Africa","Boilermaker - East London. Trade tested with 5 years post-qualification experience in FMCG production. Overtime and standby allowance apply. Remuneration R28,000 - R55,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Fitter and Turner,"Sandton, South Africa","Fitter and Turner - Sandton. Trade tested with 6 years post-qualification experience in FMCG production. Overtime and standby allowance apply. Remuneration R28,000 - R55,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Accountant,"Vereeniging, South Africa","Cost Accountant - Vereeniging. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Pastel skills, valid driver's licence. Salary R28,000 - R40,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 19 August. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Accountant,"Polokwane, South Africa","Senior Accountant - Polokwane. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Pastel skills, valid driver's licence. Salary R28,000 - R55,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 28 September. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Graduate Programme,"Sandton, South Africa",Graduate Programme 2026 - national bank. Honours degree in Finance or related field with strong academic record. Structured 24-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 30 August.,0,synthetic_sa
Work from home opportunity,"East London, South Africa","Earn R2,500 per day answering emails at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R300 joining fee via TymeBank and WhatsApp your full names, ID number and address to our agent on 074 966 1832. Payment is released every Friday, guaranteed. First 15 applicants only.",1,synthetic_sa
Mine workers wanted,"Kathu, South Africa","Mine workers needed urgently in Kathu. No experience needed, training provided. R30,000 monthly guaranteed plus living allowance. Pay R450 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 088 672 6198. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Work from home opportunity,"Rustenburg, South Africa","Earn R750 per day capturing data at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R300 joining fee via Standard Bank and WhatsApp your full names, ID number and address to our agent on 088 509 9785. Payment is released every Friday, guaranteed. First 31 applicants only.",1,synthetic_sa
Graduate Programme,"Pretoria, South Africa",Graduate Programme 2026 - national insurer. Honours degree in Economics or related field with strong academic record. Structured 24-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 30 August.,0,synthetic_sa
Call Centre Agent,"Durban, South Africa","Call centre agents - Durban CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R7500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Accountant,"Bloemfontein, South Africa","Junior Accountant - Bloemfontein. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and SAP skills, valid driver's licence. Salary R32,000 - R40,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 25 September. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Paid learnership - no matric needed,"Centurion, South Africa","Learnership opportunity in Centurion paying R5500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R150 registration to our Absa account. WhatsApp your name, ID number and proof of payment to 064 649 3024. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Packers needed urgently,"Pietermaritzburg, South Africa","URGENT HIRING!!! Packers needed in Pietermaritzburg. Earn R50,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 068 303 9928. Registration fee of R400 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 6 positions left! 100% guaranteed income.",1,synthetic_sa
Work from home opportunity,"Midrand, South Africa","Earn R750 per day stuffing envelopes at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R150 joining fee via Capitec and WhatsApp your full names, ID number and address to our agent on 082 658 1590. Payment is released every Friday, guaranteed. First 33 applicants only.",1,synthetic_sa
Work from home opportunity,"Rustenburg, South Africa","Earn R2,000 per day assembling pens at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R500 joining fee via Capitec and WhatsApp your full names, ID number and address to our agent on 079 294 5173. Payment is released every Friday, guaranteed. First 12 applicants only.",1,synthetic_sa
Cashiers and shelf packers,"Pietermaritzburg, South Africa","A National Clothing Store is hiring cashiers and shelf packers in Pietermaritzburg. R9,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 067 329 2773. A uniform deposit of R350 is payable before training. Immediate start guaranteed for the first 16 applicants.",1,synthetic_sa
Drivers wanted - company vehicles,"Pretoria, South Africa","Drivers with code 8 or 10 needed in Pretoria. Salary R30,000 plus overtime, company vehicle to take home. To book your assessment slot pay R500 via FNB eWallet and WhatsApp your licence copy, ID and banking confirmation to 077 479 9850. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Administrative Assistant,"Vereeniging, South Africa","Administrative assistant - Vereeniging. Requirements: matric with 2 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Sage and general office support. Salary R12,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Call Centre Agent,"Cape Town, South Africa","Call centre agents - Cape Town CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 6 months contact centre experience advantageous. R7500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Civil Engineer,"Durban, South Africa","Civil Engineer - consulting firm, Durban. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 3 years experience in building services. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Durban offices.",0,synthetic_sa
Call Centre Agent,"Pretoria, South Africa","Call centre agents - Pretoria CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R7500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Mine workers wanted,"Carletonville, South Africa","Mine workers needed urgently in Carletonville. No experience needed, training provided. R60,000 monthly guaranteed plus living allowance. Pay R650 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 072 960 8657. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Jobs in the UK - visa arranged,"Bloemfontein, South Africa","Workers needed in the UK. Hotel staff, drivers, cleaners and farm workers. Earn up to R45,000 per month tax free. Visa and flight arranged by our agency. Pay R300 processing fee and send your passport copy, ID and bank details to WhatsApp 068 704 6439. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Work from home opportunity,"Kimberley, South Africa","Earn R2,500 per day stuffing envelopes at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R500 joining fee via Capitec and WhatsApp your full names, ID number and address to our agent on 088 406 2697. Payment is released every Friday, guaranteed. First 18 applicants only.",1,synthetic_sa
Transnet is hiring - apply now,"Vereeniging, South Africa","Transnet is hiring cleaners nationwide. Salary R60,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R250 admin fee into our Absa account and WhatsApp proof of payment with your ID number to 069 352 1651. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Jobs in Australia - visa arranged,"Sandton, South Africa","Workers needed in Australia. Hotel staff, drivers, cleaners and farm workers. Earn up to R50,000 per month tax free. Visa and flight arranged by our agency. Pay R1350 processing fee and send your passport copy, ID and bank details to WhatsApp 087 878 1845. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Paid learnership - no matric needed,"Welkom, South Africa","Learnership opportunity in Welkom paying R3500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R550 registration to our Nedbank account. WhatsApp your name, ID number and proof of payment to 074 894 4770. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Sales Representative,"Sandton, South Africa","Sales Representative - industrial supplies, Sandton. Matric plus 4 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R16,000 - R22,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Work from home opportunity,"Mbombela, South Africa","Earn R750 per day packing groceries at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R750 joining fee via TymeBank and WhatsApp your full names, ID number and address to our agent on 064 388 4450. Payment is released every Friday, guaranteed. First 31 applicants only.",1,synthetic_sa
Cashiers and shelf packers,"Bloemfontein, South Africa","A Major Retail Chain is hiring cashiers and shelf packers in Bloemfontein. R12,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 083 612 6802. A uniform deposit of R150 is payable before training. Immediate start guaranteed for the first 17 applicants.",1,synthetic_sa
Millwright,"Pietermaritzburg, South Africa","Millwright - Pietermaritzburg. Trade tested with 6 years post-qualification experience in heavy commercial vehicles. Overtime and standby allowance apply. Remuneration R25,000 - R42,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Earn while you learn - agents wanted,"Durban, South Africa","Financial agents wanted in Durban. Earn commission of R900 per day recruiting new members. Invest R1500 once-off to activate your agent account and start earning immediately. Your money doubles every 20 days, guaranteed. Send your ID number, cellphone number and Absa account details on WhatsApp 083 807 8800 to join our winning team.",1,synthetic_sa
Accountant,"Randburg, South Africa","Senior Accountant - Randburg. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Sage skills, valid driver's licence. Salary R32,000 - R45,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 15 August. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Cashiers and shelf packers,"Polokwane, South Africa","A Major Retail Chain is hiring cashiers and shelf packers in Polokwane. R12,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 080 107 4349. A uniform deposit of R300 is payable before training. Immediate start guaranteed for the first 11 applicants.",1,synthetic_sa
Diesel Mechanic,"Cape Town, South Africa","Diesel Mechanic - Cape Town. Trade tested with 4 years post-qualification experience in packaging plants. Overtime and standby allowance apply. Remuneration R28,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Cashiers and shelf packers,"Sandton, South Africa","A Major Retail Chain is hiring cashiers and shelf packers in Sandton. R9,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 080 700 6400. A uniform deposit of R650 is payable before training. Immediate start guaranteed for the first 8 applicants.",1,synthetic_sa
Models and promoters wanted,"Vereeniging, South Africa","Modelling agency in Vereeniging is recruiting new faces. No experience needed, earn up to R2,500 per shoot. Send full-length photos, your ID number and home address on WhatsApp 084 549 3037. A once-off portfolio fee of R900 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Registered Nurse,"Cape Town, South Africa","Registered Nurse - private hospital group, Cape Town. SANC registration and 3 years theatre experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 17 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Accountant,"Cape Town, South Africa","Junior Accountant - Cape Town. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Sage skills, valid driver's licence. Salary R32,000 - R45,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 12 August. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Jobs in the UK - visa arranged,"Bloemfontein, South Africa","Workers needed in the UK. Hotel staff, drivers, cleaners and farm workers. Earn up to R25,000 per month tax free. Visa and flight arranged by our agency. Pay R1350 processing fee and send your passport copy, ID and bank details to WhatsApp 075 738 7512. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
