record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0279,CareerJunction,2643646,Chemical Buyer,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Pinetown,No,"R29,200 - R33,300 per month",Yes,Permanent,,Junior,,11 Aug 2026,2026-08-11,in 29 days,197546,,0,No,https://www.careerjunction.co.za/chemical-buyer-job-2643646.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0280,CareerJunction,2643654,Senior Audit Manager CA(SA),Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Pietermaritzburg (Pietermaritzburg Central),No,"R58,300 - R80,000 per month",Yes,Permanent,,Senior,,11 Aug 2026,2026-08-11,in 29 days,197647,,0,No,https://www.careerjunction.co.za/senior-audit-manager-casa-job-2643654.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0281,CareerJunction,2643662,VAPs Sales Agent - Call Centre,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Gqeberha,No,R Undisclosed,No,Permanent,,Intermediate,,11 Aug 2026,2026-08-11,in 14 days,HQ001307,"Our client is seeking a dynamic and sales-driven VAPS Sales Agent to join their team in Mill Park, Gqeberha. The successful candidate will be responsible for driving revenue growth by effectively upselling value-added products to existing and prospective customers while consistently delivering exceptional customer service. Key Responsibilities: Share ideas and insights with the team to continuously improve sales effectiveness. Identify upselling opportunities by understanding customer needs and profiles. Promote and sell value-added products to existing and prospective customers. Deliver a high standard of customer service in every interaction. Apply effective sales techniques to achieve and exceed targets. Handle objections confidently and close sales professionally. Accurately capture customer information and sales details. Maintain strong product knowledge to confidently position solutions. Adhere to compliance and quality assurance standards. Meet defined KPIs, including conversion rates, call quality and productivity. Follow up on leads and customer commitments within agreed timelines. Contribute to a positive team culture and continuous improvement. Minimum Requirements: Matric / Grade 12. Regulatory Examination (RE5) – Essential. Full qualification in Short-Term Insurance – Essential. Bachelor's Degree will be advantageous but is not essential. Minimum 1 year inbound/outbound call centre sales experience. Minimum 1 year VAPS experience will be advantageous. Fluent in English is essential, plus one other official South African language. Previous experience within short-term insurance will be advantageous. Skills & Competencies: Sales-driven and target-oriented. Strong communication and interpersonal skills. Active listening and empathy. Persuasion and influencing ability. Customer-centric mindset. Problem-solving and critical-thinking skills. Adaptability and resilience. Effective time management and prioritisation. Confidence and professionalism. Emotional intelligence. Attention to detail. Teamwork and collaboration. Self-motivation and accountability.",2096,Yes,https://www.careerjunction.co.za/vaps-sales-agent-call-centre-job-2643662.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,
CJ-0282,CareerJunction,2643670,Technical External Sales,Fusion Personnel,https://www.careerjunction.co.za/companies/37564/fusion-personnel,Durban (Durban CBD),No,R40 - R53 per month,Yes,Permanent,,Intermediate,,11 Aug 2026,2026-08-11,in 24 days,JHB006263,,0,No,https://www.careerjunction.co.za/technical-external-sales-job-2643670.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0283,CareerJunction,2643675,Millwright - Eastern Cape,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Gqeberha,No,R Undisclosed,No,Permanent,,Intermediate,,11 Aug 2026,2026-08-11,in 14 days,HQ001309,"Stratogo is a professional recruitment and workforce solutions company specializing in sourcing and placing top talent across various industries. Our client, a plastics manufacturing facility based in Gqeberha, is seeking a qualified Millwright to ensure maximum plant availability through effective maintenance, fault-finding, repairs, and optimisation of mechanical and electrical equipment within a continuous production environment. Key Responsibilities: Perform preventative, predictive, and breakdown maintenance on extrusion lines, utilities, and ancillary equipment. Diagnose and repair mechanical and electrical faults on production equipment. Perform fault-finding on PLC-controlled machinery, VSDs, motors, instrumentation, pumps, gearboxes, compressors, conveyors, and automated equipment. Maintain and repair extrusion machinery, chill rolls, vacuum systems, and auxiliary equipment. Assist with installation, commissioning, and modification of new plant equipment and automated systems. Conduct root cause analysis on recurring equipment failures and implement corrective actions. Ensure accurate completion of maintenance records and work orders. Maintain high standards of safety, housekeeping, and compliance within the workshop and plant. Support continuous improvement initiatives aimed at increasing equipment reliability and production efficiency. Work closely with production and engineering management to minimise downtime and support production targets. Be available to work shifts, overtime, standby, and emergency breakdown call-outs when required. Minimum Requirements: Qualified Millwright Trade Test (Red Seal) or equivalent recognised artisan qualification. Minimum NTC3 certificate with electrical and mechanical subjects. Minimum 5 years' industrial maintenance experience within a manufacturing environment. Experience working with PLC-controlled machinery, VSDs, motors, pumps, gearboxes, and automated production equipment. Experience in plastics extrusion, sheet manufacturing, chemical processing, or continuous process industries will be advantageous. Ability to read and interpret mechanical, electrical, and instrumentation drawings. Computer literacy and experience with CMMS will be advantageous. Siemens PLC and industrial automation training will be advantageous. Skills & Competencies: Strong mechanical and electrical fault-finding abilities. Excellent problem-solving and root-cause analysis skills. Strong communication and interpersonal skills. Ability to work independently and take initiative. Self-starter with a willingness to learn and develop technical knowledge. Ability to work effectively in a continuous production environment. Strong attention to detail and commitment to safety and housekeeping.",2756,Yes,https://www.careerjunction.co.za/millwright-eastern-cape-job-2643675.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,
CJ-0284,CareerJunction,2643685,Systems Developer - CONTRACT - Durban,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Mount Edgecombe,No,R Undisclosed,No,Contract,,Intermediate,,11 Aug 2026,2026-08-11,in 29 days,70293,,0,No,https://www.careerjunction.co.za/systems-developer-contract-durban-job-2643685.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0285,CareerJunction,2643687,Business Improvement Coordinator - Africa Region (CH1270),Capital H Staffing,https://www.careerjunction.co.za/companies/30732/capital-h-staffing,Pietermaritzburg,No,R Undisclosed,No,Permanent,,Intermediate,,11 Aug 2026,2026-08-11,in 29 days,0fc7d575-451a-4,,0,No,https://www.careerjunction.co.za/business-improvement-coordinator-africa-region-ch1270-job-2643687.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0286,CareerJunction,2643694,Project Coordinator (12 Month Fixed Term Contract - Wits Health Consortium),AJ Personnel,https://www.careerjunction.co.za/companies/23629/aj-personnel,Durban (Durban CBD),No,R Undisclosed,No,Contract,,Intermediate,,12 Aug 2026,2026-08-12,in 3 days,JHB003990,,0,No,https://www.careerjunction.co.za/project-coordinator-12-month-fixed-term-contract-wits-health-consortium-job-2643694.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0287,CareerJunction,2643704,Creditors Clerk,Vital Element (Pty) Ltd,https://www.careerjunction.co.za/companies/35770/vital-element-pty-ltd,Pinetown,No,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 30 days,,,0,No,https://www.careerjunction.co.za/creditors-clerk-job-2643704.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0288,CareerJunction,2643719,Technical Accounts Manager,GAP Recruitment Agency,https://www.careerjunction.co.za/companies/37771/gap-recruitment-agency,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Management,,12 Aug 2026,2026-08-12,in 30 days,TAM01,,0,No,https://www.careerjunction.co.za/technical-accounts-manager-job-2643719.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0289,CareerJunction,2643724,SALES REPRESENTATIVE - INTERNAL / EXTERNAL SALES,GAP Recruitment Agency,https://www.careerjunction.co.za/companies/37771/gap-recruitment-agency,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 30 days,SA01,,0,No,https://www.careerjunction.co.za/sales-representative-internal-external-sales-job-2643724.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0290,CareerJunction,2643738,Receiving Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 30 days,,,0,No,https://www.careerjunction.co.za/receiving-manager-job-2643738.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0291,CareerJunction,2643742,Customer Service Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Port Elizabeth,No,R Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 30 days,,"Stop and take a look if you are in the Warehouse and Distribution sector this is a fantastic opportunity to be a part of a very well-established company as a Customer Service Manager. Minimum Requirements: Matric, Degree or Diploma, 2 Years' proven Supply Chain experience within FMCG or QRS environment, 1 Years' minimum proven International Supply Chain experience, 1 Years' SADC export/general export experience.",415,Yes,https://www.careerjunction.co.za/customer-service-manager-job-2643742.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,SADC export/general export; Customer Service Manager
CJ-0292,CareerJunction,2643743,Procurement Group Lead at MSP,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Port Elizabeth,No,R Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 30 days,,"Stop and take a look if you are in the FMCG Manufacturing sector this is a fantastic opportunity to be a part of a very well-established company as a Procurement Group Lead. Minimum Requirements: Matric, Degree or Diploma, At least 5 years of experience in procurement, sourcing, commodity trading, or supply chain management. Experience managing international sourcing and supplier negotiations. Knowledge of commodity markets, Incoterms, foreign exchange, trading principles, and risk management.",498,Yes,https://www.careerjunction.co.za/procurement-group-lead-at-msp-job-2643743.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,Managing international sourcing; Procurement Group Lead
CJ-0293,CareerJunction,2643744,Academic Support Coordinator (School of Project Management) at Mancosa,MANCOSA,https://www.careerjunction.co.za/companies/35317/mancosa,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 27 days,MA_4249938,,0,No,https://www.careerjunction.co.za/academic-support-coordinator-school-of-project-management-at-mancosa-job-2643744.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0294,CareerJunction,2643745,ACADEMIC: SCHOOL OF SUPPLY CHAIN MANAGEMENT at Mancosa,MANCOSA,https://www.careerjunction.co.za/companies/35317/mancosa,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 27 days,MA_4249913,,0,No,https://www.careerjunction.co.za/academic-school-of-supply-chain-management-at-mancosa-job-2643745.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0295,CareerJunction,2643751,Senior Internal Auditor,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Cape Town CBD,No,Undisclosed,No,Permanent,,Management,,13 Aug 2026,2026-08-13,in 31 days,CS,,0,No,https://www.careerjunction.co.za/senior-internal-auditor-job-2643751.aspx,Jobs in western cape,2026-08-16,,,
CJ-0296,CareerJunction,2643752,Report Accountant Assistant,121 Talent,https://www.careerjunction.co.za/companies/27643/121-talent,New Germany,No,Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,TAL3984,,0,No,https://www.careerjunction.co.za/report-accountant-assistant-job-2643752.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0297,CareerJunction,2643756,Microsoft Modern Workplace Architect - Contract - Remote,Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Johannesburg,Yes,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 25 days,2608203,,0,No,https://www.careerjunction.co.za/microsoft-modern-workplace-architect-contract-remote-job-2643756.aspx,Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0298,CareerJunction,2643757,Construction Site Foreman (Paarl Onsite),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Paarl,No,R Undisclosed,No,Learnership,,,,13 Aug 2026,2026-08-13,in 25 days,2608204,,0,No,https://www.careerjunction.co.za/construction-site-foreman-paarl-onsite-job-2643757.aspx,Jobs in western cape,2026-08-16,,,
CJ-0299,CareerJunction,2643760,Production Planner,Recru-it,https://www.careerjunction.co.za/companies/25448/recru-it,Eastern Cape,No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 26 days,PE011692,"Core purpose: To help achieve the company’s objectives by producing (and updating) daily and weekly production schedules to ensure efficient and effective production output that meets the internal requirements of the Company and the call-offs of the clients. The master scheduler is responsible for planning, scheduling, coordinating and monitoring products through the complete production cycle. Master schedules work with several individuals, including supervisors, clients, and individuals from other companies. [Details same as above Production Planner listing].",566,Yes,https://www.careerjunction.co.za/production-planner-job-2643760.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,Scheduling experience; Valid drivers' license; Syspro; Injection moulding industry
CJ-0300,CareerJunction,2643761,Production Planner,Recru-it,https://www.careerjunction.co.za/companies/25448/recru-it,Eastern Cape,No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 26 days,PE011691,"To help achieve the company’s objectives by producing (and updating) daily and weekly production schedules to ensure efficient and effective production output that meets the internal requirements of the Company and the call-offs of the clients. The master scheduler is responsible for planning, scheduling, coordinating and monitoring products through the complete production cycle. Master schedules work with several individuals, including supervisors, clients, and individuals from other companies. Duties & Responsibilities: Create and update production schedules, to ensure the most effective and efficient use of all resources and that production outputs meet customer call offs. Communicate plan to Production Department. Monitor production outputs to ensure compliance with plans and to identify changes required. Liaise with the Material Requirements Planner to ensure availability of raw materials. Respond to production issues and resolve. Identify problems and help improve processes. Generate reports and schedules. Retrieve customer releases from My Exchange. Do cycle count and stock monitoring. Compile a list of tools that are down and escalate all production stoppers. Understand customer requirements and lead-time of each product. Hands-on knowledge of Finished Goods storage. Schedule planning meetings twice a week. Utilise the Master document to monitor inventory in and out and accuracy. Understanding of take rates and volume. Manage WIP and half Bins. Coordinate Stock take from production end and ensure compliance. Labour balancing for planning. Admin work supports the production manager. Strong Layout and 6s. Liaison with CMS and Maintenance, this is a key role. Overtime justification and control. Education: Grade 12. Tertiary qualification in inventory management / production / scheduling. Requirements: 3 Years scheduling experience. Ability to handle and prioritize multiple tasks. Proficiency with computers. Ability to create and understand reports to assist production decisions. Valid drivers’ license and own transport. High level of Excel skills. Ability to design scheduling systems. Experience with Syspro. Experience in the injection moulding industry. Strong communication. Technical background will be added advantage. Ability to work under pressure to achieve company goals. Ability to work under pressure with minimum supervision.",2379,Yes,https://www.careerjunction.co.za/production-planner-job-2643761.aspx,Jobs in eastern cape,2026-08-16,job page (full text),,Production schedules; Monitor production outputs; Injection moulding; Stock monitoring
CJ-0301,CareerJunction,2643765,Business Analyst,QE Services (QE Services),https://www.careerjunction.co.za/companies/30752/qe-services-qe-services,Bellville,No,Undisclosed,No,Contract,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,,,0,No,https://www.careerjunction.co.za/business-analyst-job-2643765.aspx,Jobs in western cape,2026-08-16,,,
CJ-0302,CareerJunction,2643766,Sales Representative - Security Systems / Security Fog / Smoke Screen Technology Solutions (Roodepoort),Sales Fraternity,https://www.careerjunction.co.za/companies/37163/sales-fraternity,Roodepoort,Yes,"R35,000 - R40,000 per month",Yes,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,,,0,No,https://www.careerjunction.co.za/sales-representative-security-systems-security-fog-smoke-screen-technology-solutions-roodepoort-job-2643766.aspx,Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0303,CareerJunction,2643769,Procurement Officer : Durban North,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,KwaZulu-Natal,No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,HQ001310,,0,No,https://www.careerjunction.co.za/procurement-officer-durban-north-job-2643769.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0304,CareerJunction,2643771,Warehouse Admin Clerk at AdcorpBlu,Adcorp Blu,https://www.careerjunction.co.za/companies/35584/adcorp-blu,Pietermaritzburg NU,No,Undisclosed,No,Temporary,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,FMCG-ADMIN,,0,No,https://www.careerjunction.co.za/warehouse-admin-clerk-at-adcorpblu-job-2643771.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0305,CareerJunction,2643773,Accountant,The Recruitment People,https://www.careerjunction.co.za/companies/28875/the-recruitment-people,Cape Town,No,R Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 26 days,Cen002896,,0,No,https://www.careerjunction.co.za/accountant-job-2643773.aspx,Jobs in western cape,2026-08-16,,,
CJ-0306,CareerJunction,2643776,Systems Engineer (Microsoft 365 / Azure / Windows Server) - Pinelands / S/Suburbs - Onsite,Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Claremont,No,Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,,,0,No,https://www.careerjunction.co.za/systems-engineer-microsoft-365-azure-windows-server-pinelands-s-suburbs-onsite-job-2643776.aspx,Jobs in western cape,2026-08-16,,,
CJ-0307,CareerJunction,2643778,Pattern Maker,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Junior,,13 Aug 2026,2026-08-13,in 31 days,HQ001311,,0,No,https://www.careerjunction.co.za/pattern-maker-job-2643778.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0308,CareerJunction,2643780,Project Coordinator at Datonomy Solutions,Datonomy Solutions (Cape Town),https://www.careerjunction.co.za/companies/31023/datonomy-solutions-cape-town,Cape Town,No,"R35,000 - R45,000 per month",Yes,Contract,,Junior,,13 Aug 2026,2026-08-13,in 25 days,861,,0,No,https://www.careerjunction.co.za/project-coordinator-at-datonomy-solutions-job-2643780.aspx,Jobs in western cape,2026-08-16,,,
CJ-0309,CareerJunction,2643782,Sales and Distribution Representative,Enigma and Mass Personnel (Pty) LTD,https://www.careerjunction.co.za/companies/37443/enigma-and-mass-personnel-pty-ltd,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 31 days,SDRepKZN123,,0,No,https://www.careerjunction.co.za/sales-and-distribution-representative-job-2643782.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0310,CareerJunction,2643785,Maintenance Supervisor,Enigma and Mass Personnel (Pty) LTD,https://www.careerjunction.co.za/companies/37443/enigma-and-mass-personnel-pty-ltd,Isithebe,No,Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 31 days,MS123,,0,No,https://www.careerjunction.co.za/maintenance-supervisor-job-2643785.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0311,CareerJunction,2643788,"Senior Regulatory, Legal & Compliance Manager - Smartphones (CH1271)",Capital H Staffing,https://www.careerjunction.co.za/companies/30732/capital-h-staffing,De Waterkant,No,R Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 31 days,b4148004-9de2-4,,0,No,https://www.careerjunction.co.za/senior-regulatory-legal-%26amp-compliance-manager-smartphones-ch1271-job-2643788.aspx,Jobs in western cape,2026-08-16,,,
CJ-0312,CareerJunction,2643791,Account Manager (Enterprise Complex Solutions (Multi-vendor)) (CPT),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Permanent,,Management,,13 Aug 2026,2026-08-13,in 25 days,2608210,,0,No,https://www.careerjunction.co.za/account-manager-enterprise-complex-solutions-multi-vendor-cpt-job-2643791.aspx,Jobs in western cape,2026-08-16,,,
CJ-0313,CareerJunction,2643792,Senior Network Engineer (KZN),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,KwaZulu-Natal,No,R Undisclosed,No,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 25 days,2608209,,0,No,https://www.careerjunction.co.za/senior-network-engineer-kzn-job-2643792.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0314,CareerJunction,2643793,Finance Manager - Cape Town,Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 25 days,2607202,,0,No,https://www.careerjunction.co.za/finance-manager-cape-town-job-2643793.aspx,Jobs in western cape,2026-08-16,,,
CJ-0315,CareerJunction,2643796,In-house Operations Assistant,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Cape Town,No,"R8,000 per month",Yes,Temporary,,Intermediate,,14 Aug 2026,2026-08-14,in 27 days,CT000181,,0,No,https://www.careerjunction.co.za/in-house-operations-assistant-job-2643796.aspx,Jobs in western cape,2026-08-16,,,
CJ-0316,CareerJunction,2643798,Curriculum Development and Management Administrator at Mancosa,MANCOSA,https://www.careerjunction.co.za/companies/35317/mancosa,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 28 days,MA_4250352,,0,No,https://www.careerjunction.co.za/curriculum-development-and-management-administrator-at-mancosa-job-2643798.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0317,CareerJunction,2643801,Technical Lead Engineer - Automotive,Fempower Personnel,https://www.careerjunction.co.za/companies/23738/fempower-personnel,Durban,No,"R35,000 - R45,000 per month",Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,a9a5155d-de9b-4,,0,No,https://www.careerjunction.co.za/technical-lead-engineer-automotive-job-2643801.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0318,CareerJunction,2643802,Senior Database Engineer / Specialist at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Cape Town,No,R Undisclosed,No,Contract,,Specialist,,14 Aug 2026,2026-08-14,in 28 days,878000023051010,,0,No,https://www.careerjunction.co.za/senior-database-engineer-specialist-at-sabenza-it-%26-recruitment-job-2643802.aspx,Jobs in western cape,2026-08-16,,,
CJ-0319,CareerJunction,2643805,Infection Prevention Specialist at MSP,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/infection-prevention-specialist-at-msp-job-2643805.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0320,CareerJunction,2643806,Deputy Nursing Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/deputy-nursing-manager-job-2643806.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0321,CareerJunction,2643808,Senior Bookkeeper,The Recruitment Pig,https://www.careerjunction.co.za/companies/37518/the-recruitment-pig,Cape Town,No,"R28,000 - R38,000 per month",Yes,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 27 days,JHB000245,,0,No,https://www.careerjunction.co.za/senior-bookkeeper-job-2643808.aspx,Jobs in western cape,2026-08-16,,,
CJ-0322,CareerJunction,2643811,Food Scientist / Technologist,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Malmesbury,No,Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 32 days,62410,,0,No,https://www.careerjunction.co.za/food-scientist-technologist-job-2643811.aspx,Jobs in western cape,2026-08-16,,,
CJ-0323,CareerJunction,2643816,Unit Manager High Care,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/unit-manager-high-care-job-2643816.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0324,CareerJunction,2643820,Clinical Facilitator,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/clinical-facilitator-job-2643820.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0325,CareerJunction,2643824,Senior Audit Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Umhlanga,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/senior-audit-manager-job-2643824.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0326,CareerJunction,2643825,Asset Manager (Commercial Property),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/asset-manager-commercial-property-job-2643825.aspx,Jobs in western cape,2026-08-16,,,
CJ-0327,CareerJunction,2643830,IT Systems Engineer,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Pinelands,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,JE,,0,No,https://www.careerjunction.co.za/it-systems-engineer-job-2643830.aspx,Jobs in western cape,2026-08-16,,,
CJ-0328,CareerJunction,2643831,ICU Clinical Facilitator,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban (Durban CBD),No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/icu-clinical-facilitator-job-2643831.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0329,CareerJunction,2643834,Technical External Sales Representative - DBN,Fusion Personnel,https://www.careerjunction.co.za/companies/37564/fusion-personnel,Durban (Durban CBD),No,R20 - R24 per month,Yes,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 27 days,JHB006274,,0,No,https://www.careerjunction.co.za/technical-external-sales-representative-dbn-job-2643834.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0330,CareerJunction,2643838,Junior-Mid Software Developer (C\#.Net),Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Permanent,,Executive,,14 Aug 2026,2026-08-14,in 26 days,2606410,,0,No,https://www.careerjunction.co.za/junior-mid-software-developer-c%23net-job-2643838.aspx,Jobs in western cape,2026-08-16,,,
CJ-0331,CareerJunction,2643840,Clinical Training Specialist at MSP,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/clinical-training-specialist-at-msp-job-2643840.aspx,Jobs in western cape,2026-08-16,,,
CJ-0332,CareerJunction,2643841,Clinical Training Specialist Theatre Qualified or Experienced,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/clinical-training-specialist-theatre-qualified-or-experienced-job-2643841.aspx,Jobs in western cape,2026-08-16,,,
CJ-0333,CareerJunction,2643842,Supply Chain Manager / Logistics Coordinator,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Malmesbury,No,Undisclosed,No,Permanent,,Junior,,14 Aug 2026,2026-08-14,in 32 days,62443,,0,No,https://www.careerjunction.co.za/supply-chain-manager-logistics-coordinator-job-2643842.aspx,Jobs in western cape,2026-08-16,,,
